Date,currency_value
2/24/20,1.0852
2/25/20,1.0881
2/26/20,1.0883
2/27/20,1.1004
2/28/20,1.1027
2/29/20,1.1028
3/2/20,1.1139
3/3/20,1.1171
3/4/20,1.1134
3/5/20,1.1232
3/6/20,1.1286
3/7/20,1.1286
3/9/20,1.144
3/10/20,1.1306
3/11/20,1.1261
3/12/20,1.1176
3/13/20,1.1142
3/14/20,1.1145
3/16/20,1.117
3/17/20,1.1015
3/18/20,1.0932
3/19/20,1.0667
3/20/20,1.0763
3/21/20,1.0764
3/23/20,1.0744
3/24/20,1.081
3/25/20,1.088
3/26/20,1.1039
3/27/20,1.1167
3/28/20,1.1169
3/30/20,1.1046
3/31/20,1.1027
4/1/20,1.0954
4/2/20,1.0852
4/3/20,1.0804
4/4/20,1.0805
4/6/20,1.0789
4/7/20,1.0893
4/8/20,1.0859
4/9/20,1.093
4/10/20,1.0936
4/11/20,1.0936
4/13/20,1.0915
4/14/20,1.0984
4/15/20,1.0903
